,Accuracy,F1 Score,Theil Index,False Positive Rate - Unprivileged,False Positive Rate - Privileged,False Negative Rate - Unprivileged,False Negative Rate - Privileged,Accuracy - Unprivileged,Accuracy - Privileged,False Discovery Rate - Unprivileged,False Discovery Rate - Privileged,False Omission Rate - Unprivileged,False Omission Rate - Privileged,Num True Pos,Num True Neg,Num False Pos,Num False Neg,Num True Pos - Privileged,Num True Neg - Privileged,Num False Pos - Privileged,Num False Neg - Privileged,Num True Pos - Unprivileged,Num True Neg - Unprivileged,Num False Pos - Unprivileged,Num False Neg - Unprivileged,F1 Score - Privileged,F1 Score - Unprivileged,Privileged base Rate,Unprivileged base Rate,Consistency
DIR + EGR + ROC - 17,0.6688,0.7179,0.1855,0.4342,0.5107,0.2235,0.2343,0.6716,0.6635,0.3568,0.2813,0.2848,0.4493,780.0,458.0,383.0,230.0,304.0,114.0,119.0,93.0,476.0,344.0,264.0,137.0,0.7415,0.7036,0.6714,0.6061,0.8605
DIR + GSR - 3,0.6726,0.7112,0.2108,0.3737,0.4563,0.2748,0.2596,0.6788,0.6602,0.3126,0.2979,0.3321,0.4095,746.0,499.0,331.0,275.0,271.0,137.0,115.0,95.0,475.0,362.0,216.0,180.0,0.7207,0.7058,0.6246,0.5604,0.8429
DIR + GSR - 11,0.6559,0.7185,0.1719,0.5176,0.5232,0.2094,0.1859,0.6412,0.685,0.381,0.2851,0.3159,0.3859,813.0,401.0,433.0,204.0,311.0,113.0,124.0,71.0,502.0,288.0,309.0,133.0,0.7613,0.6943,0.7027,0.6583,0.8744
DIR + GSR - 17,0.6586,0.7027,0.2057,0.4079,0.5193,0.2887,0.2166,0.6519,0.6714,0.3626,0.2801,0.3296,0.4343,747.0,472.0,369.0,263.0,311.0,112.0,121.0,86.0,436.0,360.0,248.0,177.0,0.7503,0.6723,0.6857,0.5602,0.8526
DIR + GSR + EOP - 3,0.6483,0.7012,0.2033,0.4827,0.4563,0.2473,0.2596,0.6423,0.6602,0.3614,0.2979,0.3514,0.4095,764.0,436.0,394.0,257.0,271.0,137.0,115.0,95.0,493.0,299.0,279.0,162.0,0.7207,0.691,0.6246,0.6261,0.8044
DIR + GSR + EOP - 11,0.6451,0.716,0.1642,0.5762,0.5232,0.1858,0.1859,0.625,0.685,0.3995,0.2851,0.3181,0.3859,828.0,366.0,468.0,189.0,311.0,113.0,124.0,71.0,517.0,253.0,344.0,118.0,0.7613,0.6912,0.7027,0.6989,0.826
DIR + GSR + EOP - 17,0.638,0.6957,0.1967,0.5016,0.5193,0.2577,0.2166,0.6208,0.6714,0.4013,0.2801,0.3427,0.4343,766.0,415.0,426.0,244.0,311.0,112.0,121.0,86.0,455.0,303.0,305.0,158.0,0.7503,0.6628,0.6857,0.6224,0.8051
DIR + GSR + CEOP - 3,0.6677,0.7119,0.2034,0.3737,0.5476,0.2748,0.2213,0.6788,0.6456,0.3126,0.3262,0.3321,0.4154,760.0,476.0,354.0,261.0,285.0,114.0,138.0,81.0,475.0,362.0,216.0,180.0,0.7224,0.7058,0.6845,0.5604,0.8362
DIR + GSR + CEOP - 11,0.6553,0.7207,0.1663,0.5176,0.5696,0.2094,0.1597,0.6412,0.6834,0.381,0.2961,0.3159,0.3742,823.0,390.0,444.0,194.0,321.0,102.0,135.0,61.0,502.0,288.0,309.0,133.0,0.7661,0.6943,0.7367,0.6583,0.867
DIR + GSR + CEOP - 17,0.658,0.7046,0.2011,0.4079,0.5579,0.2887,0.1965,0.6519,0.6698,0.3626,0.2895,0.3296,0.4309,755.0,463.0,378.0,255.0,319.0,103.0,130.0,78.0,436.0,360.0,248.0,177.0,0.7541,0.6723,0.7127,0.5602,0.8486
DIR + GSR + ROC - 3,0.6542,0.6621,0.2836,0.3028,0.2817,0.3603,0.4317,0.6667,0.6294,0.2946,0.2545,0.3693,0.4661,627.0,584.0,246.0,394.0,208.0,181.0,71.0,158.0,419.0,403.0,175.0,236.0,0.645,0.6709,0.4515,0.4818,0.8569
DIR + GSR + ROC - 11,0.6521,0.6996,0.2088,0.4841,0.3713,0.2346,0.3089,0.6445,0.6672,0.3729,0.25,0.326,0.4419,750.0,457.0,377.0,267.0,264.0,149.0,88.0,118.0,486.0,308.0,289.0,149.0,0.7193,0.6894,0.5687,0.6291,0.8634
DIR + GSR + ROC - 17,0.6559,0.6921,0.2241,0.3947,0.4421,0.2936,0.2872,0.656,0.6556,0.3566,0.2668,0.3285,0.4672,716.0,498.0,343.0,294.0,283.0,130.0,103.0,114.0,433.0,368.0,240.0,180.0,0.7229,0.6734,0.6127,0.5512,0.8514
None - 3,0.6505,0.7087,0.1897,0.4394,0.631,0.258,0.1776,0.6569,0.6375,0.3432,0.3457,0.3428,0.4114,787.0,417.0,413.0,234.0,301.0,93.0,159.0,65.0,486.0,324.0,254.0,169.0,0.7288,0.6968,0.7443,0.6002,0.889
None - 11,0.6548,0.7184,0.1709,0.4807,0.6329,0.2283,0.1492,0.6494,0.6656,0.3694,0.3158,0.3187,0.3958,815.0,397.0,437.0,202.0,325.0,87.0,150.0,57.0,490.0,310.0,287.0,145.0,0.7585,0.6941,0.7674,0.6307,0.9033
None - 17,0.6445,0.7012,0.1926,0.4572,0.6094,0.2643,0.1914,0.6396,0.654,0.3813,0.3067,0.3293,0.4551,772.0,421.0,420.0,238.0,321.0,91.0,142.0,76.0,451.0,330.0,278.0,162.0,0.7465,0.6721,0.7349,0.5971,0.8911
EOP - 3,0.6288,0.7063,0.1687,0.5969,0.5833,0.1847,0.2022,0.6221,0.6424,0.3925,0.3349,0.3418,0.4134,826.0,338.0,492.0,195.0,292.0,105.0,147.0,74.0,534.0,233.0,345.0,121.0,0.7255,0.6962,0.7104,0.7129,0.8245
EOP - 11,0.6305,0.7164,0.1444,0.6415,0.6245,0.1449,0.1597,0.6144,0.6624,0.4136,0.3156,0.3007,0.4067,864.0,303.0,531.0,153.0,321.0,89.0,148.0,61.0,543.0,214.0,383.0,92.0,0.7544,0.6957,0.7577,0.7516,0.8521
EOP - 17,0.6099,0.6864,0.1845,0.5954,0.6009,0.2219,0.2116,0.5921,0.6444,0.4315,0.3091,0.356,0.4746,790.0,339.0,502.0,220.0,313.0,93.0,140.0,84.0,477.0,246.0,362.0,136.0,0.7365,0.657,0.719,0.6871,0.842
CEOP - 3,0.6478,0.7066,0.1911,0.4377,0.6468,0.2626,0.1749,0.6553,0.6327,0.3438,0.3505,0.3461,0.4183,785.0,414.0,416.0,236.0,302.0,89.0,163.0,64.0,483.0,325.0,253.0,172.0,0.7268,0.6945,0.7524,0.5969,0.8858
CEOP - 11,0.6488,0.7137,0.1743,0.4941,0.6245,0.2331,0.1545,0.6404,0.6656,0.3772,0.3142,0.3289,0.3986,810.0,391.0,443.0,207.0,323.0,89.0,148.0,59.0,487.0,302.0,295.0,148.0,0.7573,0.6874,0.7609,0.6347,0.89
CEOP - 17,0.6445,0.7012,0.1926,0.4605,0.6009,0.2643,0.1914,0.638,0.6571,0.383,0.3037,0.3306,0.4497,772.0,421.0,420.0,238.0,321.0,93.0,140.0,76.0,451.0,328.0,280.0,162.0,0.7483,0.6711,0.7317,0.5987,0.8907
ROC - 3,0.6213,0.6077,0.3419,0.2785,0.246,0.4366,0.5246,0.6375,0.589,0.3038,0.2627,0.4068,0.5026,543.0,607.0,223.0,478.0,174.0,190.0,62.0,192.0,369.0,417.0,161.0,286.0,0.5781,0.6228,0.3819,0.4298,0.8538
ROC - 11,0.6407,0.6563,0.2789,0.3333,0.3544,0.378,0.3717,0.6437,0.6349,0.335,0.2593,0.3762,0.4814,635.0,551.0,283.0,382.0,240.0,153.0,84.0,142.0,395.0,398.0,199.0,240.0,0.6799,0.6428,0.5234,0.4821,0.8723
ROC - 17,0.6175,0.6254,0.3056,0.3322,0.3734,0.3915,0.4509,0.638,0.5778,0.3513,0.2852,0.3715,0.5508,591.0,552.0,289.0,419.0,218.0,146.0,87.0,179.0,373.0,406.0,202.0,240.0,0.6211,0.6279,0.4841,0.4709,0.8711
GFC - 3,0.5916,0.7181,0.0915,0.8097,0.9127,0.0611,0.0492,0.588,0.5987,0.4321,0.3979,0.2667,0.45,963.0,132.0,698.0,58.0,348.0,22.0,230.0,18.0,615.0,110.0,468.0,40.0,0.7373,0.7077,0.9353,0.8783,0.9262
GFC - 11,0.5916,0.7177,0.0904,0.8174,0.8945,0.0583,0.0497,0.5739,0.6268,0.4494,0.3687,0.2534,0.4318,961.0,134.0,700.0,56.0,363.0,25.0,212.0,19.0,598.0,109.0,488.0,37.0,0.7586,0.6949,0.9289,0.8815,0.9331
GFC - 17,0.4673,0.0802,0.7469,0.0197,0.03,0.9527,0.9647,0.5119,0.381,0.2927,0.3333,0.4949,0.6289,43.0,822.0,19.0,967.0,14.0,226.0,7.0,383.0,29.0,596.0,12.0,584.0,0.067,0.0887,0.0333,0.0336,0.9739
GFC + EOP - 3,0.5781,0.7155,0.0808,0.8945,0.8929,0.029,0.0546,0.5653,0.6036,0.4484,0.394,0.2375,0.4255,982.0,88.0,742.0,39.0,346.0,27.0,225.0,20.0,636.0,61.0,517.0,19.0,0.7385,0.7035,0.9239,0.9351,0.9335
GFC + EOP - 11,0.5791,0.7158,0.0792,0.8995,0.8692,0.0299,0.0445,0.5487,0.6397,0.4657,0.3608,0.2405,0.3542,981.0,91.0,743.0,36.0,365.0,31.0,206.0,17.0,616.0,60.0,537.0,19.0,0.766,0.689,0.9225,0.9359,0.9344
GFC + EOP - 17,0.4754,0.1369,0.7158,0.0477,0.0386,0.9086,0.9471,0.5201,0.3889,0.3412,0.3,0.4903,0.6267,77.0,803.0,38.0,933.0,21.0,224.0,9.0,376.0,56.0,579.0,29.0,557.0,0.0984,0.1605,0.0476,0.0696,0.9503
GFC + CEOP - 3,0.4117,0.0887,0.7788,0.1626,0.1071,0.942,0.959,0.4234,0.3883,0.7121,0.6429,0.5604,0.6094,53.0,709.0,121.0,968.0,15.0,225.0,27.0,351.0,38.0,484.0,94.0,617.0,0.0735,0.0966,0.068,0.1071,0.9317
GFC + CEOP - 11,0.3679,0.132,0.751,0.325,0.2025,0.9118,0.9136,0.3726,0.3586,0.776,0.5926,0.5896,0.6487,89.0,592.0,242.0,928.0,33.0,189.0,48.0,349.0,56.0,403.0,194.0,579.0,0.1425,0.1266,0.1309,0.2029,0.8955
GFC + CEOP - 17,0.5446,0.7031,0.0651,0.9836,1.0,0.0196,0.0,0.5004,0.6302,0.4987,0.3698,0.5455,0.0,998.0,10.0,831.0,12.0,397.0,0.0,233.0,0.0,601.0,10.0,598.0,12.0,0.7731,0.6634,1.0,0.982,0.9909
GFC + ROC - 3,0.4246,0.05,0.7956,0.1003,0.0556,0.9679,0.9809,0.4388,0.3964,0.7342,0.6667,0.5494,0.6013,28.0,758.0,72.0,993.0,7.0,238.0,14.0,359.0,21.0,520.0,58.0,634.0,0.0362,0.0572,0.034,0.0641,0.9582
GFC + ROC - 11,0.409,0.1304,0.7484,0.1993,0.1688,0.9087,0.9372,0.4351,0.357,0.6723,0.625,0.5469,0.645,82.0,675.0,159.0,935.0,24.0,197.0,40.0,358.0,58.0,478.0,119.0,577.0,0.1076,0.1429,0.1034,0.1437,0.933
GFC + ROC - 17,0.5457,0.706,0.0585,1.0,1.0,0.0,0.0,0.502,0.6302,0.498,0.3698,0.0,0.0,1010.0,0.0,841.0,0.0,397.0,0.0,233.0,0.0,613.0,0.0,608.0,0.0,0.7731,0.6685,1.0,1.0,1.0
PR - 3,0.3285,0.2925,0.5912,0.6505,0.4087,0.7206,0.7978,0.3122,0.3608,0.6726,0.5819,0.7003,0.6621,257.0,351.0,479.0,764.0,74.0,149.0,103.0,292.0,183.0,202.0,376.0,472.0,0.2726,0.3015,0.2864,0.4534,0.8295
PR - 11,0.3225,0.2743,0.606,0.6214,0.4346,0.7291,0.8298,0.3231,0.3215,0.6832,0.6131,0.672,0.7029,237.0,360.0,474.0,780.0,65.0,134.0,103.0,317.0,172.0,226.0,371.0,463.0,0.2364,0.292,0.2714,0.4407,0.8413
PR - 17,0.3479,0.3107,0.568,0.6036,0.4378,0.6917,0.7909,0.3522,0.3397,0.6601,0.5514,0.6376,0.7056,272.0,372.0,469.0,738.0,83.0,131.0,102.0,314.0,189.0,241.0,367.0,424.0,0.2852,0.3234,0.2937,0.4554,0.8518
PR + EOP - 3,0.6467,0.7057,0.1918,0.4931,0.5238,0.2137,0.265,0.6553,0.6294,0.3562,0.3292,0.3233,0.447,784.0,413.0,417.0,237.0,269.0,120.0,132.0,97.0,515.0,293.0,285.0,140.0,0.7014,0.7079,0.6489,0.6488,0.768
PR + EOP - 11,0.6559,0.718,0.1731,0.5075,0.5401,0.2063,0.1963,0.6477,0.6721,0.3755,0.2943,0.3082,0.4076,811.0,403.0,431.0,206.0,307.0,109.0,128.0,75.0,504.0,294.0,303.0,131.0,0.7515,0.699,0.7027,0.655,0.796
PR + EOP - 17,0.6337,0.6881,0.2077,0.4901,0.5064,0.2643,0.2519,0.6233,0.654,0.3979,0.2843,0.3432,0.4651,748.0,425.0,416.0,262.0,297.0,115.0,118.0,100.0,451.0,310.0,298.0,162.0,0.7315,0.6623,0.6587,0.6134,0.8014
PR + CEOP - 3,0.6688,0.7163,0.1952,0.3495,0.6508,0.2794,0.1749,0.6878,0.6311,0.2997,0.3519,0.3274,0.4211,774.0,464.0,366.0,247.0,302.0,88.0,164.0,64.0,472.0,376.0,202.0,183.0,0.726,0.7103,0.754,0.5466,0.8254
PR + CEOP - 11,0.6775,0.7235,0.1879,0.3786,0.5696,0.2709,0.1675,0.6769,0.6785,0.328,0.298,0.3168,0.3855,781.0,473.0,361.0,236.0,318.0,102.0,135.0,64.0,463.0,371.0,226.0,172.0,0.7617,0.6994,0.7318,0.5593,0.8408
PR + CEOP - 17,0.6505,0.697,0.2084,0.3964,0.6009,0.3083,0.194,0.6478,0.6556,0.3624,0.3043,0.3399,0.4529,744.0,460.0,381.0,266.0,320.0,93.0,140.0,77.0,424.0,367.0,241.0,189.0,0.7468,0.6635,0.7302,0.5446,0.8441
PR + ROC - 3,0.6542,0.6708,0.2687,0.3183,0.3452,0.3344,0.4098,0.6732,0.6165,0.2968,0.2871,0.3573,0.4762,652.0,559.0,271.0,369.0,216.0,165.0,87.0,150.0,436.0,394.0,184.0,219.0,0.6457,0.6839,0.4903,0.5028,0.826
PR + ROC - 11,0.6677,0.6993,0.2271,0.3786,0.3671,0.2709,0.3403,0.6769,0.6494,0.328,0.2566,0.3168,0.4643,715.0,521.0,313.0,302.0,252.0,150.0,87.0,130.0,463.0,371.0,226.0,172.0,0.699,0.6994,0.5477,0.5593,0.8331
PR + ROC - 17,0.6537,0.6964,0.2133,0.4457,0.4077,0.2316,0.335,0.6618,0.6381,0.3652,0.2646,0.2965,0.4908,735.0,475.0,366.0,275.0,264.0,138.0,95.0,133.0,471.0,337.0,271.0,142.0,0.6984,0.6952,0.5698,0.6077,0.8533
EGR - 3,0.6618,0.7022,0.2169,0.4187,0.4008,0.2473,0.3306,0.6723,0.6408,0.3293,0.2919,0.3253,0.4449,738.0,487.0,343.0,283.0,245.0,151.0,101.0,121.0,493.0,336.0,242.0,162.0,0.6882,0.7094,0.5599,0.5961,0.83
EGR - 11,0.6564,0.7064,0.1996,0.4673,0.443,0.2252,0.2853,0.6575,0.6543,0.3619,0.2778,0.3102,0.4523,765.0,450.0,384.0,252.0,273.0,132.0,105.0,109.0,492.0,318.0,279.0,143.0,0.7184,0.6999,0.6107,0.6258,0.8323
EGR - 17,0.6445,0.6893,0.2173,0.4474,0.4549,0.2561,0.3098,0.6486,0.6365,0.3736,0.2789,0.3185,0.492,730.0,463.0,378.0,280.0,274.0,127.0,106.0,123.0,456.0,336.0,272.0,157.0,0.7053,0.6801,0.6032,0.5962,0.8397
EGR + EOP - 3,0.651,0.6897,0.2301,0.4187,0.4008,0.2779,0.3306,0.6561,0.6408,0.3385,0.2919,0.3514,0.4449,718.0,487.0,343.0,303.0,245.0,151.0,101.0,121.0,473.0,336.0,242.0,182.0,0.6882,0.6905,0.5599,0.5799,0.8013
EGR + EOP - 11,0.6337,0.6796,0.2292,0.4606,0.443,0.2976,0.2853,0.6234,0.6543,0.3814,0.2778,0.3699,0.4523,719.0,454.0,380.0,298.0,273.0,132.0,105.0,109.0,446.0,322.0,275.0,189.0,0.7184,0.6578,0.6107,0.5852,0.7772
EGR + EOP - 17,0.6359,0.6784,0.2295,0.4424,0.4549,0.2871,0.3098,0.6355,0.6365,0.381,0.2789,0.3417,0.492,711.0,466.0,375.0,299.0,274.0,127.0,106.0,123.0,437.0,339.0,269.0,176.0,0.7053,0.6626,0.6032,0.5782,0.8012
EGR + CEOP - 3,0.6602,0.6998,0.22,0.4204,0.3889,0.2458,0.347,0.6723,0.6359,0.3297,0.2908,0.3246,0.452,733.0,489.0,341.0,288.0,239.0,154.0,98.0,127.0,494.0,335.0,243.0,161.0,0.6799,0.7098,0.5453,0.5977,0.8388
EGR + CEOP - 11,0.6451,0.705,0.1891,0.5226,0.4768,0.211,0.2565,0.638,0.6591,0.3838,0.2846,0.3198,0.4414,785.0,409.0,425.0,232.0,284.0,124.0,113.0,98.0,501.0,285.0,312.0,134.0,0.7291,0.692,0.6414,0.6599,0.8405
EGR + CEOP - 17,0.6251,0.6778,0.2192,0.5329,0.3863,0.2055,0.3879,0.6314,0.6127,0.3995,0.2703,0.3073,0.5185,730.0,427.0,414.0,280.0,243.0,143.0,90.0,154.0,487.0,284.0,324.0,126.0,0.6658,0.684,0.5286,0.6642,0.8416
EGR + ROC - 3,0.6602,0.6875,0.2441,0.3651,0.3532,0.2931,0.3743,0.6732,0.6343,0.3131,0.2799,0.3435,0.4567,692.0,530.0,300.0,329.0,229.0,163.0,89.0,137.0,463.0,367.0,211.0,192.0,0.6696,0.6968,0.5146,0.5466,0.8386
EGR + ROC - 11,0.658,0.7108,0.1919,0.4707,0.4768,0.222,0.2565,0.6575,0.6591,0.3626,0.2846,0.3085,0.4414,778.0,440.0,394.0,239.0,284.0,124.0,113.0,98.0,494.0,316.0,281.0,141.0,0.7291,0.7007,0.6414,0.6291,0.8527
EGR + ROC - 17,0.6407,0.6643,0.2608,0.3684,0.382,0.323,0.3879,0.6544,0.6143,0.3505,0.2681,0.3402,0.5168,658.0,528.0,313.0,352.0,243.0,144.0,89.0,154.0,415.0,384.0,224.0,198.0,0.6667,0.6629,0.527,0.5233,0.8498
GSR - 3,0.6721,0.7108,0.2109,0.3478,0.5198,0.2962,0.2213,0.6796,0.657,0.3036,0.3149,0.3398,0.401,746.0,498.0,332.0,275.0,285.0,121.0,131.0,81.0,461.0,377.0,201.0,194.0,0.7289,0.7001,0.6731,0.5369,0.8498
GSR - 11,0.6737,0.7217,0.1872,0.3953,0.5654,0.2551,0.1885,0.6769,0.6672,0.3329,0.3018,0.3098,0.4114,783.0,464.0,370.0,234.0,310.0,103.0,134.0,72.0,473.0,361.0,236.0,162.0,0.7506,0.7039,0.7173,0.5755,0.859
GSR - 17,0.6677,0.7106,0.2,0.3816,0.5494,0.2741,0.2191,0.6724,0.6587,0.3427,0.2922,0.3088,0.4531,755.0,481.0,360.0,255.0,310.0,105.0,128.0,87.0,445.0,376.0,232.0,168.0,0.7425,0.6899,0.6952,0.5545,0.8595
GSR + EOP - 3,0.6461,0.7108,0.1797,0.5398,0.504,0.1954,0.2404,0.6431,0.6521,0.3719,0.3136,0.3249,0.4131,805.0,391.0,439.0,216.0,278.0,125.0,127.0,88.0,527.0,266.0,312.0,128.0,0.7211,0.7055,0.6553,0.6805,0.7866
GSR + EOP - 11,0.6424,0.7134,0.1667,0.5611,0.5654,0.1795,0.2068,0.6356,0.6559,0.3914,0.3066,0.3032,0.4341,824.0,365.0,469.0,193.0,303.0,103.0,134.0,79.0,521.0,262.0,335.0,114.0,0.7399,0.6989,0.706,0.6948,0.808
GSR + EOP - 17,0.6494,0.7083,0.1829,0.4984,0.5322,0.2072,0.2393,0.6478,0.6524,0.384,0.2911,0.294,0.4657,788.0,414.0,427.0,222.0,302.0,109.0,124.0,95.0,486.0,305.0,303.0,127.0,0.7339,0.6933,0.6762,0.6462,0.8099
GSR + CEOP - 3,0.6721,0.7114,0.2097,0.3478,0.5278,0.2962,0.2158,0.6796,0.657,0.3036,0.3167,0.3398,0.399,748.0,496.0,334.0,273.0,287.0,119.0,133.0,79.0,461.0,377.0,201.0,194.0,0.7303,0.7001,0.6796,0.5369,0.8474
GSR + CEOP - 11,0.6715,0.7208,0.1864,0.4054,0.5654,0.252,0.1885,0.6737,0.6672,0.3375,0.3018,0.3107,0.4114,785.0,458.0,376.0,232.0,310.0,103.0,134.0,72.0,475.0,355.0,242.0,160.0,0.7506,0.7027,0.7173,0.582,0.8556
GSR + CEOP - 17,0.6694,0.7132,0.1963,0.3816,0.5622,0.2741,0.204,0.6724,0.6635,0.3427,0.2931,0.3088,0.4426,761.0,478.0,363.0,249.0,316.0,102.0,131.0,81.0,445.0,376.0,232.0,168.0,0.7488,0.6899,0.7095,0.5545,0.8558
GSR + ROC - 3,0.6672,0.6883,0.2499,0.3322,0.3294,0.3191,0.3607,0.6748,0.6521,0.3009,0.2618,0.3513,0.4385,680.0,555.0,275.0,341.0,234.0,169.0,83.0,132.0,446.0,386.0,192.0,209.0,0.6852,0.6899,0.5129,0.5174,0.8416
GSR + ROC - 11,0.6515,0.6734,0.2591,0.3451,0.3671,0.3354,0.3639,0.6599,0.6349,0.328,0.2636,0.3526,0.481,665.0,541.0,293.0,352.0,243.0,150.0,87.0,139.0,422.0,391.0,206.0,213.0,0.6826,0.6683,0.5331,0.5097,0.8479
GSR + ROC - 17,0.6542,0.6813,0.2432,0.3635,0.3991,0.2871,0.3778,0.6749,0.6143,0.3359,0.2735,0.3126,0.5172,684.0,527.0,314.0,326.0,247.0,140.0,93.0,150.0,437.0,387.0,221.0,176.0,0.6703,0.6876,0.5397,0.5389,0.8552
