,Accuracy,F1 Score,Theil Index,False Positive Rate - Unprivileged,False Positive Rate - Privileged,False Negative Rate - Unprivileged,False Negative Rate - Privileged,Accuracy - Unprivileged,Accuracy - Privileged,False Discovery Rate - Unprivileged,False Discovery Rate - Privileged,False Omission Rate - Unprivileged,False Omission Rate - Privileged,Num True Pos,Num True Neg,Num False Pos,Num False Neg,Num True Pos - Privileged,Num True Neg - Privileged,Num False Pos - Privileged,Num False Neg - Privileged,Num True Pos - Unprivileged,Num True Neg - Unprivileged,Num False Pos - Unprivileged,Num False Neg - Unprivileged,F1 Score - Privileged,F1 Score - Unprivileged,Privileged base Rate,Unprivileged base Rate,Consistency
DIR + PR + CEOP,0.8333,0.6052,0.1441,0.0,0.1053,1.0,0.3879,0.8873,0.8073,0.0,0.2775,0.1127,0.1626,1734.0,9571.0,666.0,1596.0,1734.0,5660.0,666.0,1099.0,0.0,3911.0,0.0,497.0,0.6627,0.0,0.262,0.0,0.9168
DIR + PR + ROC,0.7944,0.6401,0.1062,0.2194,0.1709,0.1066,0.2813,0.7933,0.795,0.659,0.3468,0.0171,0.1319,2480.0,8298.0,1939.0,850.0,2036.0,5245.0,1081.0,797.0,444.0,3053.0,858.0,53.0,0.6844,0.4936,0.3403,0.2954,0.8797
DIR + EGR,0.8428,0.6401,0.1312,0.0361,0.0884,0.4266,0.431,0.9199,0.8057,0.331,0.2575,0.0532,0.1747,1897.0,9537.0,700.0,1433.0,1612.0,5767.0,559.0,1221.0,285.0,3770.0,141.0,212.0,0.6443,0.6176,0.237,0.0966,0.926
DIR + EGR + EOP,0.8202,0.5966,0.144,0.1038,0.0803,0.4185,0.4652,0.8607,0.8006,0.5842,0.2511,0.056,0.1847,1804.0,9323.0,914.0,1526.0,1515.0,5818.0,508.0,1318.0,289.0,3505.0,406.0,208.0,0.624,0.4849,0.2209,0.1577,0.8907
DIR + EGR + CEOP,0.8333,0.593,0.1493,0.0013,0.0906,0.9899,0.4204,0.8873,0.8074,0.5,0.2587,0.1119,0.1715,1647.0,9659.0,578.0,1683.0,1642.0,5753.0,573.0,1191.0,5.0,3906.0,5.0,492.0,0.6506,0.0197,0.2418,0.0023,0.9243
DIR + EGR + ROC,0.8411,0.6445,0.1283,0.0447,0.0956,0.3944,0.4165,0.9158,0.8051,0.3676,0.2679,0.0498,0.171,1954.0,9457.0,780.0,1376.0,1653.0,5721.0,605.0,1180.0,301.0,3736.0,175.0,196.0,0.6494,0.6187,0.2465,0.108,0.9222
DIR + GSR,0.8432,0.6549,0.1238,0.0297,0.1105,0.4487,0.3844,0.9231,0.8048,0.2974,0.2861,0.0555,0.1622,2018.0,9422.0,815.0,1312.0,1744.0,5627.0,699.0,1089.0,274.0,3795.0,116.0,223.0,0.6611,0.6178,0.2667,0.0885,0.9253
DIR + GSR + EOP,0.8161,0.6023,0.1398,0.1048,0.1018,0.4125,0.4363,0.8605,0.7947,0.584,0.2874,0.0553,0.1787,1889.0,9183.0,1054.0,1441.0,1597.0,5682.0,644.0,1236.0,292.0,3501.0,410.0,205.0,0.6295,0.4871,0.2447,0.1593,0.8795
DIR + GSR + CEOP,0.8316,0.6042,0.144,0.0,0.1105,1.0,0.3844,0.8873,0.8048,0.0,0.2861,0.1127,0.1622,1744.0,9538.0,699.0,1586.0,1744.0,5627.0,699.0,1089.0,0.0,3911.0,0.0,497.0,0.6611,0.0,0.2667,0.0,0.9218
DIR + GSR + ROC,0.7873,0.6302,0.1089,0.2373,0.1718,0.0905,0.2916,0.7793,0.7911,0.6725,0.3513,0.0149,0.1362,2459.0,8222.0,2015.0,871.0,2007.0,5239.0,1087.0,826.0,452.0,2983.0,928.0,45.0,0.6772,0.4816,0.3378,0.3131,0.8788
Logistic Regression,0.8241,0.5945,0.1461,0.0077,0.1225,0.7103,0.4335,0.9131,0.7813,0.1724,0.3256,0.0834,0.1811,1749.0,9432.0,805.0,1581.0,1605.0,5551.0,775.0,1228.0,144.0,3881.0,30.0,353.0,0.6158,0.4292,0.2599,0.0395,0.9371
EOP,0.7809,0.4396,0.1971,0.0808,0.0779,0.6439,0.6509,0.8557,0.7448,0.641,0.3327,0.0817,0.2402,1166.0,9428.0,809.0,2164.0,989.0,5833.0,493.0,1844.0,177.0,3595.0,316.0,320.0,0.4584,0.3576,0.1618,0.1118,0.8712
CEOP,0.8157,0.5622,0.1577,0.0,0.1225,1.0,0.4335,0.8873,0.7813,0.0,0.3256,0.1127,0.1811,1605.0,9462.0,775.0,1725.0,1605.0,5551.0,775.0,1228.0,0.0,3911.0,0.0,497.0,0.6158,0.0,0.2599,0.0,0.9292
ROC,0.7541,0.5902,0.1183,0.2657,0.2164,0.1429,0.3025,0.7482,0.757,0.7092,0.4093,0.0241,0.1474,2402.0,7829.0,2408.0,928.0,1976.0,4957.0,1369.0,857.0,426.0,2872.0,1039.0,71.0,0.6397,0.4343,0.3652,0.3324,0.8779
GFC,0.2454,0.3942,0.034,1.0,1.0,0.0,0.0,0.1127,0.3093,0.8873,0.6907,0.0,0.0,3330.0,0.0,10237.0,0.0,2833.0,0.0,6326.0,0.0,497.0,0.0,3911.0,0.0,0.4725,0.2027,1.0,1.0,1.0
GFC + EOP,0.5053,0.3365,0.1871,0.5004,0.4942,0.501,0.4868,0.4995,0.5081,0.8875,0.6825,0.113,0.3012,1702.0,5154.0,5083.0,1628.0,1454.0,3200.0,3126.0,1379.0,248.0,1954.0,1957.0,249.0,0.3923,0.1836,0.5001,0.5002,0.5988
GFC + CEOP,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3330.0,10237.0,0.0,0.0,2833.0,6326.0,0.0,0.0,497.0,3911.0,0.0,0.0,1.0,1.0,0.3093,0.1127,0.8464
GFC + ROC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3330.0,10237.0,0.0,0.0,2833.0,6326.0,0.0,0.0,497.0,3911.0,0.0,0.0,1.0,1.0,0.3093,0.1127,0.8464
PR,0.8368,0.6342,0.1318,0.0207,0.1141,0.5151,0.4077,0.9235,0.7951,0.2516,0.3008,0.0627,0.1709,1919.0,9434.0,803.0,1411.0,1678.0,5604.0,722.0,1155.0,241.0,3830.0,81.0,256.0,0.6413,0.5885,0.262,0.073,0.9328
PR + EOP,0.8015,0.5566,0.1567,0.1087,0.0993,0.4728,0.4959,0.8503,0.778,0.6186,0.3054,0.0632,0.1978,1690.0,9184.0,1053.0,1640.0,1428.0,5698.0,628.0,1405.0,262.0,3486.0,425.0,235.0,0.5842,0.4426,0.2245,0.1559,0.8747
PR + CEOP,0.825,0.5857,0.1502,0.0,0.1141,1.0,0.4077,0.8873,0.7951,0.0,0.3008,0.1127,0.1709,1678.0,9515.0,722.0,1652.0,1678.0,5604.0,722.0,1155.0,0.0,3911.0,0.0,497.0,0.6413,0.0,0.262,0.0,0.9275
PR + ROC,0.7777,0.6132,0.1153,0.2288,0.1868,0.1026,0.3134,0.7854,0.774,0.6674,0.378,0.0166,0.1472,2391.0,8160.0,2077.0,939.0,1945.0,5144.0,1182.0,888.0,446.0,3016.0,895.0,51.0,0.6527,0.4853,0.3414,0.3042,0.8857
EGR,0.8228,0.5763,0.1536,0.1046,0.0474,0.2636,0.5521,0.8775,0.7965,0.5277,0.1912,0.0361,0.2061,1635.0,9528.0,709.0,1695.0,1269.0,6026.0,300.0,1564.0,366.0,3502.0,409.0,131.0,0.5766,0.5755,0.1713,0.1758,0.9151
EGR + EOP,0.8206,0.5527,0.1623,0.0706,0.0525,0.5312,0.5514,0.8775,0.7932,0.5422,0.2071,0.0677,0.2067,1504.0,9629.0,608.0,1826.0,1271.0,5994.0,332.0,1562.0,233.0,3635.0,276.0,264.0,0.573,0.4632,0.175,0.1155,0.9078
EGR + CEOP,0.8266,0.5208,0.1735,0.0,0.0474,1.0,0.5489,0.8873,0.7975,0.0,0.1901,0.1127,0.2051,1278.0,9937.0,300.0,2052.0,1278.0,6026.0,300.0,1555.0,0.0,3911.0,0.0,497.0,0.5795,0.0,0.1723,0.0,0.9407
EGR + ROC,0.8177,0.5913,0.1456,0.1414,0.0599,0.1811,0.5122,0.8541,0.8002,0.576,0.2152,0.0261,0.1961,1789.0,9305.0,932.0,1541.0,1382.0,5947.0,379.0,1451.0,407.0,3358.0,553.0,90.0,0.6017,0.5587,0.1923,0.2178,0.9115
GSR,0.8241,0.5945,0.1461,0.0077,0.1225,0.7103,0.4335,0.9131,0.7813,0.1724,0.3256,0.0834,0.1811,1749.0,9432.0,805.0,1581.0,1605.0,5551.0,775.0,1228.0,144.0,3881.0,30.0,353.0,0.6158,0.4292,0.2599,0.0395,0.9371
GSR + EOP,0.7809,0.4396,0.1971,0.0808,0.0779,0.6439,0.6509,0.8557,0.7448,0.641,0.3327,0.0817,0.2402,1166.0,9428.0,809.0,2164.0,989.0,5833.0,493.0,1844.0,177.0,3595.0,316.0,320.0,0.4584,0.3576,0.1618,0.1118,0.8712
GSR + CEOP,0.8157,0.5622,0.1577,0.0,0.1225,1.0,0.4335,0.8873,0.7813,0.0,0.3256,0.1127,0.1811,1605.0,9462.0,775.0,1725.0,1605.0,5551.0,775.0,1228.0,0.0,3911.0,0.0,497.0,0.6158,0.0,0.2599,0.0,0.9292
GSR + ROC,0.7541,0.5902,0.1183,0.2657,0.2164,0.1429,0.3025,0.7482,0.757,0.7092,0.4093,0.0241,0.1474,2402.0,7829.0,2408.0,928.0,1976.0,4957.0,1369.0,857.0,426.0,2872.0,1039.0,71.0,0.6397,0.4343,0.3652,0.3324,0.8779
OP,0.7966,0.4923,0.1728,0.0613,0.1014,0.7114,0.5613,0.8718,0.7602,0.6494,0.3495,0.0799,0.2119,1445.0,10228.0,963.0,2017.0,1303.0,6200.0,700.0,1667.0,142.0,4028.0,263.0,350.0,0.524,0.3166,0.2029,0.0847,0.9998
OP + EOP,0.7805,0.3723,0.2075,0.0613,0.0646,0.7114,0.7266,0.8718,0.7362,0.6494,0.3545,0.0799,0.2506,954.0,10482.0,709.0,2508.0,812.0,6454.0,446.0,2158.0,142.0,4028.0,263.0,350.0,0.3841,0.3166,0.1275,0.0847,0.9342
OP + CEOP,0.7966,0.4923,0.1728,0.0613,0.1014,0.7114,0.5613,0.8718,0.7602,0.6494,0.3495,0.0799,0.2119,1445.0,10228.0,963.0,2017.0,1303.0,6200.0,700.0,1667.0,142.0,4028.0,263.0,350.0,0.524,0.3166,0.2029,0.0847,0.9998
OP + ROC,0.6763,0.5285,0.1131,0.3834,0.3325,0.1789,0.2411,0.6377,0.695,0.8028,0.5044,0.0322,0.1345,2658.0,7252.0,3939.0,804.0,2254.0,4606.0,2294.0,716.0,404.0,2646.0,1645.0,88.0,0.5996,0.318,0.4608,0.4284,0.9998
OP + GFC,0.7895,0.4085,0.1977,0.059,0.0629,0.7195,0.6879,0.8731,0.749,0.6471,0.3189,0.0806,0.2401,1065.0,10504.0,687.0,2397.0,927.0,6466.0,434.0,2043.0,138.0,4038.0,253.0,354.0,0.4281,0.3126,0.1379,0.0817,0.9999
OP + GFC + EOP,0.7816,0.3718,0.2075,0.059,0.0626,0.7195,0.7276,0.8731,0.7373,0.6471,0.3481,0.0806,0.2504,947.0,10506.0,685.0,2515.0,809.0,6468.0,432.0,2161.0,138.0,4038.0,253.0,354.0,0.3842,0.3126,0.1257,0.0817,0.9539
OP + GFC + CEOP,0.9634,0.9161,0.0373,0.0,0.0,0.0,0.1805,1.0,0.9457,0.0,0.0,0.0,0.0721,2926.0,11191.0,0.0,536.0,2434.0,6900.0,0.0,536.0,492.0,4291.0,0.0,0.0,0.9008,1.0,0.2466,0.1029,0.7308
OP + GFC + ROC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3462.0,11191.0,0.0,0.0,2970.0,6900.0,0.0,0.0,492.0,4291.0,0.0,0.0,1.0,1.0,0.3009,0.1029,0.7138
OP + PR,0.7925,0.4746,0.1784,0.0729,0.0925,0.6911,0.5889,0.8635,0.7582,0.6731,0.3432,0.0787,0.2183,1373.0,10240.0,951.0,2089.0,1221.0,6262.0,638.0,1749.0,152.0,3978.0,313.0,340.0,0.5057,0.3177,0.1883,0.0972,0.9996
OP + PR + EOP,0.7836,0.4174,0.1955,0.0729,0.0771,0.6911,0.6687,0.8635,0.7449,0.6731,0.3509,0.0787,0.2377,1136.0,10346.0,845.0,2326.0,984.0,6368.0,532.0,1986.0,152.0,3978.0,313.0,340.0,0.4387,0.3177,0.1536,0.0972,0.9498
OP + PR + CEOP,0.7925,0.4746,0.1784,0.0729,0.0925,0.6911,0.5889,0.8635,0.7582,0.6731,0.3432,0.0787,0.2183,1373.0,10240.0,951.0,2089.0,1221.0,6262.0,638.0,1749.0,152.0,3978.0,313.0,340.0,0.5057,0.3177,0.1883,0.0972,0.9996
OP + PR + ROC,0.7207,0.5288,0.1337,0.2892,0.2445,0.3516,0.334,0.7044,0.7286,0.7955,0.4603,0.0537,0.1599,2297.0,8263.0,2928.0,1165.0,1978.0,5213.0,1687.0,992.0,319.0,3050.0,1241.0,173.0,0.5962,0.3109,0.3713,0.3262,0.9989
OP + EGR,0.7837,0.4362,0.19,0.1037,0.0707,0.5752,0.6576,0.8478,0.7527,0.6804,0.3243,0.0685,0.2335,1226.0,10258.0,933.0,2236.0,1017.0,6412.0,488.0,1953.0,209.0,3846.0,445.0,283.0,0.4545,0.3647,0.1525,0.1367,0.9726
OP + EGR + EOP,0.7796,0.4337,0.1906,0.0879,0.091,0.6301,0.6448,0.8564,0.7424,0.6744,0.3731,0.0734,0.2339,1237.0,10186.0,1005.0,2225.0,1055.0,6272.0,628.0,1915.0,182.0,3914.0,377.0,310.0,0.4535,0.3463,0.1705,0.1169,0.9296
OP + EGR + CEOP,0.7972,0.3769,0.2044,0.0,0.0593,1.0,0.6973,0.8971,0.7487,0.0,0.3127,0.1029,0.2419,899.0,10782.0,409.0,2563.0,899.0,6491.0,409.0,2071.0,0.0,4291.0,0.0,492.0,0.4203,0.0,0.1325,0.0,1.0
OP + EGR + ROC,0.7863,0.4969,0.1697,0.1205,0.1014,0.5041,0.5613,0.8401,0.7602,0.6794,0.3495,0.0617,0.2119,1547.0,9974.0,1217.0,1915.0,1303.0,6200.0,700.0,1667.0,244.0,3774.0,517.0,248.0,0.524,0.3895,0.2029,0.1591,0.9998
OP + GSR,0.7617,0.3749,0.2079,0.1773,0.0458,0.4187,0.7438,0.7978,0.7442,0.7268,0.2934,0.0551,0.2512,1047.0,10114.0,1077.0,2415.0,761.0,6584.0,316.0,2209.0,286.0,3530.0,761.0,206.0,0.3761,0.3717,0.1091,0.2189,0.9994
OP + GSR + EOP,0.7603,0.3612,0.2117,0.0948,0.0922,0.7093,0.7138,0.8419,0.7208,0.74,0.428,0.0824,0.2529,993.0,10148.0,1043.0,2469.0,850.0,6264.0,636.0,2120.0,143.0,3884.0,407.0,349.0,0.3815,0.2745,0.1506,0.115,0.9155
OP + GSR + CEOP,0.7553,0.3297,0.2203,0.1773,0.0355,0.4187,0.7993,0.7978,0.7347,0.7268,0.2913,0.0551,0.2629,882.0,10185.0,1006.0,2580.0,596.0,6655.0,245.0,2374.0,286.0,3530.0,761.0,206.0,0.3128,0.3717,0.0852,0.2189,0.9776
OP + GSR + ROC,0.5074,0.4742,0.0716,0.6907,0.5865,0.0386,0.0633,0.3763,0.5709,0.8624,0.5926,0.0141,0.0618,3255.0,4180.0,7011.0,207.0,2782.0,2853.0,4047.0,188.0,473.0,1327.0,2964.0,19.0,0.5678,0.2408,0.6919,0.7186,0.9994
